Pathway	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_15_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_16_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_17_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_18_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_19_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_20_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_22_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_25_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_26_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_28_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_29_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_8.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SG_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_13_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_14_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_15_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_17_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_18_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_19_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_24_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_25_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_26_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_27_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_29_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_30_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_34_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_35_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_36_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_37_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_38_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_39_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_40_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_44_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_45_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_47.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_47_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_48_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_49.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_49_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_10.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_10_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_2.2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_3_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_6_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SR_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_11_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_12_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_14_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_1_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_2_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_3_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_4_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_5_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_7_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_8_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SW_9_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS12_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS12_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS14_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS14_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS1_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS1_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS5_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS5_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS8_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_RS8_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS12_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS12_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS14_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS14_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS1_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS1_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS5_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS5_B_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS8_A_Abundance	NODUP_HMN_UNMAPPED_TRIM_MARKED_TS8_B_Abundance
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Flavonifractor.s__Flavonifractor_plautii	0	0	0	0	0	0	4.44E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70E-05	1.63E-06	0	0	0	1.53E-05	0	0	0	0	2.26E-06	4.14E-06	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Fusobacterium.s__Fusobacterium_mortiferum	0	0	0	0	0	0	1.15E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.97E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.37E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Fusobacterium.s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-06	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.93E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08E-06	0	0	0	0	0	0	0	2.17E-07	0	0	0	8.61E-07	0	0	0	0	0	0	0	0	0	0	1.79E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Haemophilus.s__Haemophilus_pittmaniae	2.48E-06	0	0	0	0	0	3.45E-06	0	0	0	0	0	1.84E-05	0	0	0	0	0	9.57E-07	3.55E-07	1.80E-06	0	1.39E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36E-07	1.93E-06	4.78E-07	2.98E-07	0	0	0	0	0	0	0	0	0	0	9.72E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.58E-07	0	0	0	0	0	0	0	0	0	5.79E-07	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Klebsiella.s__Klebsiella_pneumoniae	7.65E-07	0	0	7.79E-07	0	1.41E-05	0	0	0	0	0	0	2.20E-06	0	0	0	0	7.08E-07	1.90E-06	0	0	2.24E-06	8.61E-07	0	0	0	0	0	0	0	1.17E-06	0	0	3.19E-06	0	0	0	2.32E-05	0	9.35E-07	0	0	0	0	0	0	0	0	0	0	3.98E-06	0	3.16E-05	1.93E-05	0	0	0	0	0	0	0	0	6.01E-07	0	3.45E-06	1.10E-06	0	0	1.73E-06	0	0	0	2.30E-05	9.31E-07	0	0	0	6.07E-07	0	0	2.92E-06	6.34E-07	0	4.40E-07	8.52E-06	2.62E-05	0	0	0	0	6.09E-06	6.51E-06	0	0	7.34E-06	2.35E-05	0	0	4.59E-07	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_5_1_57FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-06	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lachnospiraceae_noname.s__Lachnospiraceae_bacterium_7_1_58FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lactobacillus.s__Lactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89E-06	0	0	0	0	0	0	0	0	0	0	2.76E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.57E-07	0	0	0	0	0	0	0	0	0	0	0	0	1.01E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Marvinbryantia.s__Marvinbryantia_formatexigens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.88E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Megamonas.s__Megamonas_funiformis	0	0	0	0	1.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	3.59E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Megasphaera.s__Megasphaera_micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.31E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.62E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Mitsuokella.s__Mitsuokella_multacida	0	0	6.28E-06	0	0	0	0	1.81E-05	0	0	0	0	6.10E-05	0	0	0	0	3.47E-06	5.07E-06	1.08E-05	1.56E-06	0	0	0	1.12E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	2.31E-06	1.04E-05	0	0	8.30E-06	2.11E-05	1.45E-05	1.05E-05	0	7.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.93E-05	0	0	0	0	6.56E-06	0	0	8.12E-06	0	0	0	0	3.47E-06	0	0	2.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Odoribacter.s__Odoribacter_splanchnicus	0	2.39E-05	0	0	0	1.28E-06	0	0	0	0	0	0	0	0	4.16E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56E-06	8.30E-07	0	0	0	1.67E-06	0	0	0	0	0	0	0	0	0	0	3.23E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	1.29E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.61E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76E-07	0	0	0	0	2.17E-06	0	0	0	0	0	0	0	0	0	0	7.42E-06	0	0	0	8.24E-06	2.06E-05	0	1.87E-05	0	0	1.49E-05	3.31E-05	0	0	1.54E-05	4.34E-06	1.20E-05	1.35E-05	2.82E-05	1.65E-05	8.45E-06	1.03E-05	7.27E-06	7.15E-06
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.45E-07	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24E-06	0	0	0	0	0	3.04E-05	0	1.61E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parabacteroides.s__Parabacteroides_merdae	0	7.63E-07	0	3.58E-06	0	0	0	0	0	0	0	0	0	0	0	1.27E-06	0	0	0	0	0	1.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04E-07	0	0	0	0	0	0	0	0	0	0	0	1.74E-06	0	0	5.96E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-07	0	0	0	0	0	0	0	0	0	0	1.25E-06	6.75E-07	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Paraprevotella.s__Paraprevotella_clara	0	0	0	0	0	2.28E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.75E-06	0	0	1.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Parasutterella.s__Parasutterella_excrementihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45E-06	0	0	2.65E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-07	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	0	0	4.81E-05	0	0	0	7.33E-06	0	1.51E-05	0	2.13E-05	1.62E-06	7.81E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01E-06	0	0	0	0	4.89E-06	0	0	0	0	4.72E-07	0	0	0	0	0	0	2.53E-06	0	1.03E-06	0	0	3.52E-07	0	0	4.17E-06	0	3.30E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.84E-07	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Plesiomonas.s__Plesiomonas_shigelloides	0	0	0	0	0	1.47E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Prevotella.s__Prevotella_buccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Proteus.s__Proteus_penneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Providencia.s__Providencia_alcalifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcaceae_noname.s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.07E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcus.s__Ruminococcus_bromii	0	0	6.03E-06	9.47E-07	0	2.27E-06	0	2.01E-06	0	0	0	0	0	1.73E-06	0	1.38E-05	0	0	2.92E-06	2.76E-06	0	0	2.53E-06	0	3.87E-06	0	0	0	0	0	0	0	9.57E-07	2.59E-05	1.16E-06	0	0	0	0	1.40E-06	0	9.58E-07	0	0	0	0	0	0	0	2.23E-07	1.59E-07	0	0	0	2.53E-06	7.14E-06	0	0	5.37E-07	5.41E-06	5.55E-06	2.14E-06	0	1.44E-06	8.69E-07	0	0	0	4.74E-07	0	0	0	2.10E-06	0	0	0	7.49E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Ruminococcus.s__Ruminococcus_lactaris	0	0	0	4.63E-07	0	2.46E-06	1.48E-05	0	0	0	0	0	0	0	6.14E-07	0	0	0	0	0	0	0	2.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.44E-06	8.42E-06	0	0	0	0	0	6.52E-07	0	0	0	0	0	0	0	0	0	0	0	0	8.22E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Shigella.s__Shigella_sonnei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_macedonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52E-06	1.80E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47E-06	1.22E-06	0	0	0	0	0	6.27E-07	0	0	0	0	0	7.16E-07	0	0	0	0	0	0	0	0	0	0	2.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
